ID,GSM663026,GSM663027,GSM663028,GSM663029,GSM663030,GSM663031,GSM663032,GSM663033,GSM663034,GSM663035,GSM663036,GSM663037,GSM663038,GSM663039,GSM663040,GSM663041,GSM663042,GSM663043,GSM663044,GSM663045
Group,ALS,ALS,ALS,ALS,ALS,ALS,ALS,ALS,ALS,ALS,CONT,CONT,CONT,CONT,CONT,CONT,CONT,CONT,CONT,CONT
ILMN_18040,931.487,1019.748,1543.899,1164.486,1094.385,941.268,1218.422,1177.517,1188.13,1191.984,1503.438,1551.752,1151.092,1727.12,1187.498,1280.99,1212.43,1740.691,1226.84,1273.444
ILMN_18041,19.245,7.104,18.64,34.775,38.355,14.944,3.664,18.491,19.432,31.074,22.391,12.283,12.051,18.362,1.517,34.615,24.182,46.451,17.642,18.129
ILMN_18042,28.193,35.384,63.992,50.742,48.06,81.821,77.682,73.66,53.679,40.723,42.662,74.024,65.991,73.341,118.834,142.275,97.649,85.626,90.402,77.453
ILMN_18043,237.637,268.111,223.691,215.031,260.521,243.04,233.725,275.751,307.145,273.555,257.354,239.593,182.211,260.973,272.236,261.228,218.996,222.77,196.851,167.271
ILMN_18044,132.348,117.96,52.945,43.477,35.738,21.218,32.454,34.907,31.508,22.162,23.461,55.101,42.006,41.518,71.487,83.91,33.429,31.717,54.332,27.922
ILMN_18047,16.044,7.543,7.243,11.492,30.75,13.567,7.752,16.129,14.782,15.415,13.172,12.779,18.71,11.905,5.385,11.901,1.646,5.352,25.657,9.698
ILMN_18048,49.035,52.883,41.787,35.831,57.23,69.816,77.266,66.307,75.201,83.972,76.934,68.871,63.076,63.418,93.323,104.32,112.228,55.276,50.853,51.826
ILMN_1805,344.524,404.437,467.691,255.048,374.943,328.836,280.203,360.476,509.511,506.889,435.056,417.173,494.77,411.574,349.505,351.056,379.181,361.643,272.209,396.946
ILMN_18051,120.205,125.997,150.628,98.515,173.476,108.787,162.218,169.067,154.648,156.292,298.643,208.943,224.868,214.041,160.218,130.54,96.685,523.763,482.276,426.958
ILMN_18052,853.262,833.231,1218.965,769.69,847.696,828.68,945.672,892.404,999.581,1014.991,1054.678,1120.802,937.48,1190.891,1011.267,1043.131,986.157,1152.995,1383.346,1026.39
ILMN_18053,437.466,262.045,280.749,318.987,232.059,182.323,278.585,212.307,247.942,251.088,249.305,318.658,313.391,266.184,218.433,218.156,242.532,135.051,312.197,140.434
ILMN_18054,1573.417,1462.104,1991.724,3304.864,5160.954,2833.359,4641.438,4373.741,3458.008,3658.393,3283.059,2460.447,2467.908,2692.714,1805.617,1718.01,3332.117,1909.847,3926.59,4936.994
ILMN_18055,18.074,22.344,21.486,17.31,12.409,35.467,19.201,19.36,17.666,14.751,24.217,27.126,32.172,21.22,32.821,19.812,14.105,28.099,34.616,43.238
ILMN_18056,2064.168,2027.609,1552.867,1908.667,2209.752,1687.174,2184.797,2316.366,2033.55,2187.283,1702.872,1482.257,1765.733,1758.038,1639.179,1566.165,2291.589,1558.057,2314.106,1570.076
ILMN_18057,17.682,22.421,12.256,11.422,3.373,10.987,25.357,12.51,9.517,31.404,8.235,19.936,16.791,22.911,19.32,12.764,12.004,11.523,8.142,19.125
ILMN_1806,12.273,21.965,18.654,41.581,1.522,11.185,19.63,7.696,36.351,13.636,12.004,17.294,6.726,-0.351,22.728,11.218,7.205,10.155,24.519,9.599
ILMN_18060,37.047,66.458,54.01,59.563,91.926,82.332,88.13,62.717,75.476,68.927,61.468,67.438,52.413,81.21,45.341,43.845,73.932,50.078,50.217,113.568
ILMN_18061,198.779,252.317,267.948,252.671,342.798,339.902,302.246,328.847,424.059,342.422,368.384,330.356,443.389,345.653,284.689,293.147,389.402,297.3,266.947,453.084
ILMN_18062,55.569,54.176,90.332,22.464,47.737,25.934,41.685,36.504,19.75,32.975,90.296,96.325,58.385,35.209,43.472,82.985,38.234,139.945,44.03,46.164
ILMN_18063,422.732,450.12,1197.522,514.925,1655.752,1167.047,443.839,480.056,931.577,1004.774,1148.662,807.93,868.461,810.679,772.53,831.163,1283.583,1413.712,422.183,1410.021
ILMN_18064,3089.671,3289.271,2614.232,2420.453,2492.988,3039.283,2846.992,2669.11,2454.371,2350.603,2127.821,2039.777,2460.905,2434.382,2828.223,2697.023,2932.518,2338.795,2377.899,1753.651
ILMN_18065,353.102,386.924,336.027,434.739,388.397,403.548,444.243,404.315,352.505,385.21,364.265,340.376,327.817,409.332,269.227,271.588,257.13,351.982,295.792,341.728
ILMN_18066,21697.918,21809.004,22666.07,31054.523,19677.691,26285.773,25865.848,24333.391,23747.547,22364.631,27705.818,20839.92,24977.994,24741.428,23435.371,25906.607,28323.691,23157.064,21526.982,22099.1
ILMN_18069,2772.533,2978.533,2887.774,2838.206,2957.499,2833.918,2999.685,2971.254,2798.707,2911.003,2521.108,3311.17,2901.37,2955.997,3361.865,3339.99,2957.43,3386.947,4033.727,3197.101
ILMN_1807,1435.814,1526.766,866.922,994.557,1155.252,812.82,820.886,806.248,837.745,940.328,1062.315,854.589,969.532,996.758,634.728,644.558,605.333,960.936,1070.433,1383.186
ILMN_18070,2.893,3.974,1.308,16.833,6.472,11.22,19.342,13.64,5.65,-4.42,-0.959,6.487,19.96,15.523,1.798,12.599,12.429,12.497,10.888,9.916
ILMN_18071,27.594,15.748,10.261,30.757,12.894,7.352,11.651,11.169,13.623,29.977,19.137,17.327,24.64,13.987,-0.195,17.014,17.117,16.773,1.449,9.872
ILMN_18073,152.439,151.765,223.158,242.746,272.142,218.594,279.763,269.618,244.448,241.057,317.328,259.234,289.295,282.846,178.019,201.496,211.366,278.766,314.468,192.55
ILMN_18075,36.581,51.556,49.351,73.982,50.575,41.853,30.472,27.83,56.158,30.851,35.655,44.004,26.936,36.125,42.611,38.291,51.849,38.438,44.678,43.703
ILMN_18076,8.168,9.578,14.571,17.92,0.678,20.393,9.331,3.466,20.5,16.392,17.623,24.018,12.004,8.46,13.875,29.738,-0.866,9.442,8.103,12.208
ILMN_18077,742.556,911.961,452.72,823.621,785.272,457.024,808.51,761.238,862.243,791.689,357.936,513.962,329.385,429.724,364.519,440.341,274.921,398.652,268.219,321.597
ILMN_18078,152.631,129.238,163.411,217.92,309.256,158.268,295.488,251.457,262.317,184.344,273.81,210.12,226.451,143.15,105.823,121.141,183.955,153.481,366.986,298.496
ILMN_18079,146.785,154.805,284.926,214.085,192.926,244.237,279.342,249.214,193.122,176.771,160.432,195.625,235.877,270.891,345.046,294.152,383.301,253.654,275.369,156.362
ILMN_18081,3572.823,3392.369,1875.292,2794.755,1943.622,3189.989,2252.073,2304.42,3027.706,2843.05,3318.128,3449.487,2837.444,3213.942,2791.367,2555.214,3025.147,2047.001,1964.245,2742.085
ILMN_18082,888.99,833.852,833.948,1096.609,666.086,1088.815,1088.239,1028.16,899.315,922.94,607.193,697.608,911.219,832.461,932.38,848.795,1102.374,738.593,821.799,646.312
ILMN_18083,21.378,14.205,22.757,42.209,11.969,42.295,47.488,53.685,12.182,20.209,35.699,34.272,22.731,44.209,27.983,25.571,36.676,37.646,43.165,23.423
ILMN_18084,33.246,40.469,34.664,38.47,32.905,30.684,42.398,36.401,27.095,37.833,41.497,36.088,38.45,35.038,54.409,40.781,35.336,40.467,33.128,42.257
ILMN_18086,115.067,110.148,149.403,175.284,170.228,179.475,169.328,152.88,191.623,173.208,135.021,134.85,170.272,212.575,156.253,172.636,264.364,148.82,143.52,197.133
ILMN_18088,70.044,66.614,66.118,56.824,49.113,89.967,57.113,36.934,78.471,83.073,80.159,82.213,89.038,64.91,44.549,52.553,111.778,49.47,69.484,76.357
ILMN_18089,279.165,334.415,288.466,263.608,211.067,235.142,236.961,282.616,267.037,271.894,140.021,204.408,221.809,193.377,327.984,286.158,256.677,262.216,260.724,167.084
ILMN_1809,132.286,148.498,123.042,87.34,116.566,132.47,140.779,143.037,154.992,160.342,132.599,109.556,140.563,173.969,217.584,192.944,131.755,201.449,138.432,89.788
ILMN_18090,21.298,17.794,28.021,18.898,38.463,27.011,18.342,11.351,20.666,17.99,23.233,15.227,35.244,20.148,10.501,25.165,37.809,18.97,27.305,51.953
ILMN_18092,44.596,41.738,38.914,39.998,95.158,47.975,67.018,46.857,48.47,72.104,67.802,53.744,48.539,23.551,38.299,51.826,79.623,29.172,44.552,47.264
ILMN_18093,2322.437,2526.193,2840.086,3117.01,2410.521,1811.727,3087.303,2601.551,1920.639,1976.593,1917.834,2569.983,2510.34,2127.528,2208.777,2078.043,1954.986,2310.667,2631.691,2493.999
ILMN_18094,312.734,321.754,175.212,350.981,202.187,212.256,173.132,191.462,209.749,248.733,230.542,223.727,244.303,194.673,183.661,192.713,127.381,225.079,230.678,227.533
ILMN_18096,311.449,366.776,275.791,147.416,93.939,836.898,239.082,262.03,89.79,46.512,336.228,463.839,182.483,311.169,302.38,276.286,366.659,690.611,167.737,743.861
ILMN_1810,309.165,316.264,658.354,218.176,489.54,311.755,260.021,243.05,398.093,370.011,613.47,596.3,313.423,334.496,595.888,562.031,388.742,647.417,473.69,518.185
ILMN_18108,118.379,137.379,136.442,118.052,534.788,305.789,302.806,265.528,157.828,146.139,495.642,276.295,391.683,242.648,62.518,72.227,62.137,115.027,163.479,301.479
ILMN_18109,387.98,410.56,316.945,299.113,594.438,658.208,481.082,450.167,598.167,602.624,532.259,438.14,326.274,551.079,332.766,319.11,499.74,385.212,284.402,472.333
ILMN_18111,544.567,330.88,490.78,474.362,353.149,303.974,350.483,333.807,300.059,296.021,473.842,451.513,402.757,266.089,319.885,322.577,349.917,350.424,520.623,269.269
ILMN_18112,51.514,64.578,56.962,99.051,51.024,46.825,80.07,52.372,51.927,24.633,74.77,49.249,58.166,42.648,60.935,47.621,43.117,51.259,54.083,69.334
ILMN_18113,958.949,1021.479,557.62,578.484,347.107,494.461,724.279,646.241,512.195,536.916,450.594,502.283,502.659,683.108,827.856,825.33,435.655,493.124,450.351,464.466
ILMN_18114,953.575,696.201,132.173,20.052,15.12,15.126,18.59,22.109,103.851,77.121,54.805,162.421,73.173,26.93,780.439,819.654,34,67.055,23.193,25.632
ILMN_18117,519.297,505.046,698.961,357.441,347.232,378.367,347.124,361.263,322.633,339.426,467.83,414.719,359.521,337.25,414.37,530.997,316.237,439.232,396.862,271.983
ILMN_18118,1778.869,1949.52,1993.014,2286.108,2135.257,2947.406,3228.868,3710.378,3565.876,3499.354,1971.939,2371.559,2216.818,3474.345,2511.091,2572.537,4276.659,2075.242,2167.265,2185.499
ILMN_1812,1210.031,1295.255,1172.837,1420.428,1464.236,1508.264,1765.981,1748.989,1706.684,1545.701,1364.224,1589.482,1487.555,1660.029,1714.125,1497.494,1533.939,1210.094,1407.168,1526.224
ILMN_18120,24.676,32.965,15.135,18,33.123,25.215,25.468,36.077,45.357,41.337,14.314,4.671,31.419,30.485,24.406,33.006,59.391,42.296,26.495,24.391
ILMN_18122,4.906,15.759,8.694,8.258,13.934,34.767,16.388,12.132,1.967,13.588,11.691,11.868,13.361,8.045,10.882,14.424,16.436,8.821,7.927,3.483
ILMN_18124,3423.579,4366.998,3086.133,10153.051,5102.566,6435.983,5434.849,5216.493,5753.823,5798.665,5260.875,2701.841,4558.512,5902.088,3217.893,3600.806,5189.324,5539.087,3501.376,5591.942
ILMN_18125,1481.516,1399.495,1417.533,1756.698,1443.048,1510.353,1703.767,1576.863,1297.516,1190.297,1411.951,1236.314,1467.791,1250.217,1086.032,1109.967,1248.006,1270.871,1017.576,1160.377
ILMN_18127,23.566,11.539,21.472,20.635,23.033,23.209,12.755,32.052,20.628,11.571,24.541,23.137,20.173,25.68,13.133,35.013,16.595,17.078,24.438,16.583
ILMN_18129,22.182,32.632,26.184,27.443,23.117,16.165,33.903,29.26,15.758,24.268,15.859,22.633,25.081,39.55,41.166,19.717,26.142,16.855,23.103,18.15
ILMN_18130,44.668,41.592,10.755,9.934,11.91,22.62,10.63,26.974,3.679,4.72,9.643,19.052,15.964,26.922,4.515,27.058,20.23,19.121,14.77,30.876
ILMN_18131,1186.19,1268.506,1241.712,1051.806,1642.636,1257.28,1041.707,1147.932,1752.711,1738.98,2000.717,1430.439,1501.792,1407.821,1193.915,1204.584,1420.687,1569.51,1229.815,1604.751
ILMN_18132,227.328,201.95,313.978,276.677,209.779,303.542,342.131,326.049,247.571,231.725,318.278,390.271,295.294,438.285,379.796,437.192,334.899,304.771,264.582,350.889
ILMN_18133,92.728,88.27,68.694,74.978,171.146,96.081,68.205,75.212,51.107,132.769,121.709,115.696,95.065,84.258,98.776,86.757,71.156,98.211,96.013,140.588
ILMN_18134,87.522,72.738,90.84,23.597,64.37,117.973,101.304,84.384,60.449,105.348,95.819,101.138,53.976,54.201,59.61,59.405,149.179,74.564,51.508,100.578
ILMN_18136,704.387,779.579,344.857,309.854,589.231,160.941,281.767,227.511,332.655,219.754,173.062,184.785,276.491,204.607,184.374,152.23,223.665,179.758,178.438,533.464
ILMN_18137,17.569,1.375,28.281,11.72,21.641,45.616,13.503,13.402,19.355,16.533,18.8,11.054,15.997,51.038,24.929,31.582,20.215,23.512,18.016,12.236
ILMN_18138,29.338,35.376,57.809,49.735,33.14,57.424,35.643,24.035,34.996,38.474,52.21,33.404,34.135,42.443,31.469,46.712,18.27,44.483,29.386,33.156
ILMN_18139,2266.219,2253.846,2107.081,2391.656,2636.342,2380.65,2190.175,2082.539,2892.675,3045.067,2902.633,2737.46,2235.393,2422.232,2386.884,2179.027,2298.262,2042.189,2194.478,3256.157
ILMN_1814,149.85,150.728,148.997,104.68,108.045,227.621,122.851,166.895,201.09,167.267,188.041,160.939,161.847,192.335,240.34,216.684,241.37,266.766,133.974,221.172
ILMN_18140,43.496,26.749,16.613,37.077,28.073,15.071,11.476,12.523,19.855,26.789,18.06,24.733,36.331,37.678,10.516,27.67,15.913,8.507,30.907,30.18
ILMN_18141,273.842,390.356,281.694,249.801,353.793,217.452,305.316,280.535,316.1,330.559,257.398,201.489,261.631,233.077,304.541,285.821,290.579,307.991,255.996,195.559
ILMN_18142,39.201,48.409,15.244,13.186,30.088,33.34,31.334,18.926,19.116,28.03,22.039,19.039,31.002,11.483,37.864,35.688,30.738,38.814,17.489,28.54
ILMN_18143,17.396,16.666,25.299,11.39,16.644,13.984,11.845,17.794,22.535,15.053,12.74,22.436,13.488,13.24,25.394,6.141,8.336,14.424,10.715,17.519
ILMN_18144,139.497,191.722,904.157,206.463,711.006,223.1,245.466,316.521,1091.25,958.608,407.166,386.386,328.284,608.159,128.396,165.22,225.638,974.851,653.443,324.954
ILMN_18145,478.036,557.831,323.216,490.834,484.366,450.643,529.865,603.31,486.354,486.406,389.426,419.575,465.57,502.209,596.438,583.98,506.838,552.661,480.926,457.464
ILMN_18146,146.481,184.331,156.423,223.229,153.271,153.973,201.017,217.152,171.55,192.865,110.453,156.182,162.606,157.935,132.027,161.669,129.96,186.331,277.365,266.089
ILMN_18147,524.873,513.527,796.756,514.129,593.426,464.122,507.415,475.773,448.256,444.659,1063.479,805.601,824.94,659.075,806.024,715.534,592.417,954.912,894.593,952.284
ILMN_18149,2748.725,2782.231,2409.097,1531.019,3785.499,2740.595,1430.618,1551.916,2774.547,2509.374,3729.841,3893.128,3095.142,2613.72,3059.777,3235.48,2172.998,5036.875,4658.854,3502.967
ILMN_1815,19025.869,19278.967,19306.783,17295.762,20936.121,21368.084,21256.768,20489.385,23958.814,23364.848,20393.479,19181.08,20120.953,21860.111,18273.084,17180.682,21721.662,23080.342,21850.854,21539.834
ILMN_18150,18.761,9.823,21.207,8.516,37.991,14.799,20.373,32.977,28.578,28.674,11.707,24.318,23.258,42.895,35.085,14.127,28.381,16.71,18.766,18.908
ILMN_18153,49.697,42.994,77.002,68.08,89.947,69.556,30.669,48.857,72.604,109.837,69.603,83.276,85.179,68.194,30.947,39.045,96.345,43.569,67.213,58.045
ILMN_18155,1069.318,1092.808,1165.77,353.433,645.222,869.199,545.332,567.828,1051.723,925.67,996.721,1296.58,637.53,956.738,1087.544,1038.801,976.75,1244.089,554.175,1021.957
ILMN_18156,269.941,304.61,119.968,908.082,237.036,272.494,507.521,626.052,144.402,114.178,329.16,131.415,326.822,117.97,204.592,191.879,152.032,159.675,247.21,170.799
ILMN_18157,61.433,67.446,235.84,74.657,44.349,41.913,47.521,95.951,66.511,50.083,166.527,173.211,100.005,137.301,144.103,154.343,74.805,331.551,128.05,45.838
ILMN_18158,59.138,62.746,43.417,72.594,48.941,60.361,77.493,78.254,57.839,64.675,68.043,71.929,77.476,64.832,72.417,66.237,82.938,57.284,79.666,33.773
ILMN_18159,596.145,421.997,571.14,439.73,313.552,169.598,196.113,222.613,204.756,246.078,303.713,298.751,348.937,279.431,306.012,318.958,180.418,274.736,440.007,250.198
ILMN_1816,28.255,10.492,-0.34,20.241,14.67,22.85,9.982,1.66,18.115,18.63,19.298,28.03,1.014,10.303,15.64,10.137,31.158,17.868,10.944,12.698
ILMN_18161,183.522,187.851,86.383,125.181,85.742,106.701,73.191,69.779,48.668,79.086,81.405,64.254,74.64,53.693,180.365,148.876,112.457,73.035,47.501,112.71
ILMN_18163,19.467,24.356,25.435,7.934,18.901,19.442,16.488,22.797,11.947,-6.698,7.568,3.298,24.806,21.071,22.804,19.258,11.961,31.966,13.717,22.882
ILMN_18164,708.076,789.895,763.561,646.345,705.593,777.435,751.667,766.189,890.797,918.468,950.787,750.505,814.506,933.576,691.932,763.104,745.204,1198.395,1138.229,817.862
ILMN_18165,2202.332,2477.384,3791.969,3284.867,5643.396,6727.733,4299.388,4408.498,4981.411,5380.013,4829.016,3773.255,3709.451,4371.783,3296.781,2760.835,4281.458,4979.95,4014.255,4610.588
ILMN_18166,33.043,19.162,17.649,66.555,52.539,25.826,43.282,20.035,19.524,7.965,24.945,21.682,20.207,23.895,18.343,41.288,22.035,10.654,25.039,32.061
ILMN_18169,443.651,547.488,556.453,226.827,503.663,338.441,305.566,311.245,406.901,355.724,365.262,407.769,304.201,203.001,335.652,396.936,361.05,471.882,229.262,364.595
ILMN_1817,21.765,24.793,16.332,13.3,18.96,25.137,36.128,27.218,38.853,18.159,23.852,27.776,24.315,23.782,12.909,23.733,10.274,16.029,11.707,34.742
ILMN_18170,-1.323,7.41,17.369,7.199,9.427,-1.17,8.379,-0.657,9.386,-5.198,8.984,6.733,-3.691,0.879,3.475,6.487,5.347,2.501,0.198,19.089
ILMN_18171,43.775,37.175,84.964,82.416,73.397,69.755,111.98,104.664,91.036,103.377,59.521,47.972,67.511,111.237,83.038,88.254,105.299,81.79,85.643,55.007
ILMN_18172,1439.39,1603.495,1360.786,1951.257,2474.804,641.514,994.835,980.418,2748.531,2521.075,1839.884,1248.574,1706.855,1729.412,841.187,889.027,656.157,4381.414,3055.682,1688.618
ILMN_18173,25.028,49.724,23.758,10.513,53.59,73.012,78.012,78.722,75.654,64.264,47.79,51.486,45.028,78.564,39.846,47.764,90.733,39.719,36,47.039
ILMN_18174,56.767,70.463,45.002,31.919,50.912,104.464,89.11,111.709,45.504,79.85,54.306,37.507,18.491,38.722,46.669,62.34,136.343,37.056,46.262,26.855
ILMN_18176,198.644,209.001,488.989,388.509,350.559,128.056,186.599,199.117,191.511,142.541,352.053,241.841,154.528,206.155,114.194,116.038,100.723,270.982,277.513,285.554
ILMN_18177,36.837,47.928,24.767,43.826,33.365,32.363,37.17,30.831,15.338,11.62,24.188,23.491,51.573,29.087,15.55,11.564,27.823,31.726,38.787,73.661
ILMN_18178,322.197,385.016,337.968,420.728,284.828,316.494,325.418,348.218,351.008,406.658,381.663,337.074,321.062,317.959,468.259,459.72,467.609,361.568,281.902,212.459
ILMN_18179,87.117,87.186,63.884,83.942,30.073,78.144,114.906,85.49,33.564,63.265,30.282,66.006,75.346,76.823,71.037,95.624,37.958,101.3,87.765,65.196
ILMN_1818,142.912,152.225,133.958,216.663,137.331,194.6,177.432,158.862,100.428,114.917,144.471,121.446,142.481,145.471,122.002,111.576,157.865,88.468,156.138,148.01
ILMN_18181,4103.326,4412.938,2814.406,3694.246,2905.081,4006.325,4132.854,3834.553,4803.686,4991.977,3566.413,3960.05,3339.093,4359.298,4583.542,4373.787,4503.812,3517.158,2684.143,4552.463
ILMN_18182,1221.606,1064.857,920.61,1498.839,996.831,919.659,908.135,873.482,1187.939,1061.91,1120.124,1052.987,816.337,1067.609,944.667,924.671,840.546,907.662,979.446,941.258
ILMN_18183,24.029,25.088,14.848,-1.058,18.241,10.243,6.668,10.074,33.871,6.896,-0.904,16.461,7.963,8.643,-1.038,10.02,10.746,12.441,8.06,5.026
ILMN_18184,345.478,334.95,334.941,293.813,1352.852,1175.386,982.072,850.005,725.987,716.864,949.442,951,740.332,1167.17,475.937,495.348,708.716,692.054,749.735,567.349
ILMN_18185,47.878,66.82,78.005,60.939,69.59,65.084,90.15,80.007,96.002,90.004,100.714,76.959,57.25,78.958,63.761,41.359,104.87,78.168,60.465,83.519
ILMN_18186,440.843,486.177,767.389,1393.849,1082.372,651.198,655.162,740.014,921.728,1023.46,1536.379,1031.166,942.796,1005.626,689.005,739.527,671.965,871.444,1561.018,1121.128
ILMN_18187,32.527,50.379,38.424,41.055,42.492,45.251,50.098,25.427,26.493,40.706,32.566,61.77,46.584,48.659,43.542,43.476,35.237,46.762,38.454,55.858
ILMN_18188,370.293,313.004,372.163,329.619,347.225,448.765,450.749,350.545,279.506,265.782,479.684,388.183,383.044,381.387,394.307,419.553,327.541,438.209,360.078,522.41
ILMN_18189,10.284,10.874,6.272,13.377,5.432,6.5,8.934,10.867,1.251,12.952,7.018,14.906,16.947,16.634,8.543,14.073,2.866,10.441,13.629,9.038
ILMN_18190,262.892,268.246,321.224,201.608,116.797,163.574,225.553,175.527,121.671,136.947,207.679,310.451,175.372,223.385,269.212,256.631,172.258,277.734,226.073,174.464
ILMN_18191,2628.254,2992.67,3155.986,3110.622,3664.984,4717.897,3482.031,3764.21,3841.751,3638.723,2867.581,2667.387,3209.767,3582.058,3144.742,2909.342,4174.139,3028.585,3054.565,3432.071
ILMN_18192,19.324,26.645,24.906,33.105,16.502,26.444,26.761,24.745,21.732,43.669,29.534,20.089,33.782,27.753,28.03,17.902,20.863,34.288,8.267,23.305
ILMN_18193,35.79,29.272,49.251,11.813,21.238,20.916,24.271,24.513,41.092,31.421,57.469,78.459,23.831,33.103,27.782,26.839,28.418,69.065,18.15,54.276
ILMN_18194,351.592,402.986,375.275,508.308,589.132,630.081,406.565,415.766,679.213,787.94,535.216,564.482,569.324,573.977,457.739,512.173,330.602,436.889,501.837,662.662
ILMN_18195,23.532,29.728,17.708,14.118,23.421,22.353,10.079,20.049,16.671,21.45,28.904,9.673,13.05,39.985,24.989,15.797,-0.91,24.917,23.118,32.338
ILMN_18196,19.676,42.215,36.704,58.703,23.578,13.624,33.109,45.909,15.08,37.261,38.097,38.06,32.131,42.773,32.893,16.782,29.706,40.034,19.561,40.481
ILMN_18198,117.49,103.842,92.618,140.149,142.473,151.872,212.554,249.377,198.725,184.675,189.857,120.712,144.077,191,127.623,134.113,264.303,99.36,113.443,86.534
ILMN_18199,119.982,137.164,145.788,11.916,18.623,37.794,20.361,46.23,97.874,58.232,133.016,100.551,72.868,119.695,160.758,173.973,92.316,123.206,60.481,30.517
ILMN_1820,27.249,30.216,18.972,9.37,11.344,6.452,12.838,0.493,-1.459,18.51,9.019,8.453,0.828,9.266,-0.323,16.608,12.15,14.792,14.289,10.688
ILMN_18200,16.024,19.524,17.709,33.471,9.418,11.473,14.576,22.086,5.767,19.524,8.379,9.243,9.385,12.228,21.056,18.07,7.754,8.969,20.204,-1.89
ILMN_18201,25.284,23.184,32.445,29.346,48.26,43.759,27.443,19.85,84.277,55.106,22.786,55.366,40.956,42.592,39.544,45.133,39.149,36.886,30.728,38.033
ILMN_18202,824.895,941.236,829.014,830.272,712.593,842.712,885.578,898.184,716.648,712.101,715.469,637.607,908.6,732.02,928.055,839.378,847.191,859.999,813.114,737.173
ILMN_18203,612.793,633.524,668.005,791.375,671.78,896.857,857.015,764.77,813.682,760.561,1162.67,879.873,916.901,1363.859,757.27,686.235,935.296,751.793,1144.681,1390.569
ILMN_18204,556.027,605.9,689.988,377.51,454.371,636.599,484.839,525.605,495.954,556.549,351.082,421.559,406.122,554.623,855.003,950.828,476.456,605.837,386.459,478.073
ILMN_18205,1295.197,1293.126,1229.933,753.931,702.343,803.274,858.823,970.409,683.239,657.121,543.947,886.214,691.479,725.299,1190.337,1152.323,813.576,742.464,957.853,747.197
ILMN_18206,36.545,50.205,38.674,37.362,25.358,47.455,39.618,58.044,28.125,36.536,27.93,32.56,48.981,53.77,14.941,46.218,48.391,52.229,55.267,31.091
ILMN_18207,18.24,26.649,53.209,38.351,37.787,13.151,23.642,64.737,47.005,37.812,19.511,29.954,44.438,28.684,19.646,30.093,19.991,25.032,10.195,37.175
ILMN_18208,194.626,210.76,247.027,264.822,186.215,219.02,230.599,226.355,143.907,145.201,195.086,230.262,227.388,241.597,252.189,187.056,196.799,223.42,241.336,170.999
ILMN_18209,1048.048,1095.106,1017.834,1342.331,913.766,1333.273,1383.143,1350.187,783.221,671.161,611.83,761.231,1220.568,873.512,985.332,953.904,1162.336,1136.382,1104.72,1018.472
ILMN_18210,3.882,5.698,0.65,2.834,23.78,7.759,14.215,5.502,7.903,9.973,12.219,23.394,3.544,-0.459,4.042,12.978,20.287,9.224,9.949,4.607
ILMN_18211,15.552,18.76,28.963,37.168,20.765,16.277,19.293,24.11,35.514,26.325,25.161,25.995,11.553,30.818,21.57,9.461,56.405,21.07,16.488,35.055
ILMN_18213,21.797,26.119,20.121,23.368,52.055,37.121,36.899,24.866,12.71,15.105,27.678,12.64,25.023,19.396,13.071,15.515,26.46,17.391,27.705,39.83
ILMN_18214,21.704,48.756,18.109,28.338,20.674,12.528,5.314,11.299,13.396,17.849,10.454,22.3,10.966,15.065,6.433,12.044,15.025,-5.926,30.684,24.908
ILMN_18215,52.581,70.951,37.896,16.296,17.178,65.119,56.517,46.387,23.717,20.234,74.226,53.92,24.317,28.077,47.214,57.262,50.268,69.12,24.571,46.196
ILMN_18216,557.112,539.359,677.707,480.823,522.403,409.164,496.372,440.87,416.783,438.585,402.256,452.532,451.444,449.535,416.512,389.788,322.31,487.493,645.381,510.176
ILMN_18218,39.169,51.889,48.544,14.636,18.625,65.883,45.352,42.527,8.516,15.269,38.76,61.807,62.246,37.549,50.484,35.048,26.581,135.552,23.172,62.581
ILMN_1822,22.722,28.582,98.008,36.667,39.914,23.609,73.185,88.099,54.442,39.597,18.04,24.769,83.967,7.992,56.486,47.965,31.169,45.524,62.557,38.597
ILMN_18226,532.886,487.413,528.804,596.066,741.835,699.494,657.673,656.327,790.729,856.052,667.57,611.834,615.453,814.067,442.388,399.384,629.563,510.926,635.173,981.571
ILMN_18227,1684.446,1604.297,1757.747,1571.957,1642.822,1655.882,1682.784,1640.951,1510.719,1518.055,1519.229,1673.343,1494.748,1492.395,1669.678,1779.646,1493.783,1544.77,1954.416,1745.108
ILMN_1823,289.69,351.387,38.696,32.103,71.37,165.285,16.182,14.165,241.595,173.891,50.183,176.687,130.41,42.406,138.71,110.967,87.39,26.044,33.488,250.318
ILMN_18231,32.997,23.042,14.575,18.562,46.424,22.708,13.279,35.774,22.245,46.876,26.818,29.325,28.352,7.545,18.969,9.543,42.54,13.873,11.329,18.729
ILMN_18232,453.625,423.526,347.205,511.858,446.384,616.372,415.225,375.214,544.649,451.124,527.25,393.163,518.086,502.051,420.308,415.51,558.499,375.76,468.595,829.353
ILMN_18234,264.021,242.147,184.792,280.113,156.496,297.755,166.522,193.652,297.908,281.17,176.032,212.885,249.732,228.372,226.057,247.735,237.93,105.539,140.29,262.013
